"","record.id","site.id","read.date","time","volunteer.name","water.depth","water.temp","air.temp","water.transparency","ph","salinity","oxygen"
"259",259,"Bay","10/30/1995","21:36","Mary Feldman",0.75,14,NA,0.45,8.5,4.5,9.9
"260",260,"Bay","11/6/1995","19:12","Mary Feldman",0.55,9.5,NA,0.55,8.5,4,11.8
"261",261,"Bay","11/13/1995","4:48","Mary Feldman",0.7,9.5,NA,0.55,8.1,4.5,11.3
"262",262,"Bay","11/20/1995","21:36","Mary Feldman",0.55,8,NA,0.55,8.4,4,11.8
"263",263,"Bay","11/27/1995","4:48","Mary Feldman",0.75,10,NA,0.75,8.1,4,9.5
"264",264,"Bay","12/11/1995","9:36","Mary Feldman",NA,NA,NA,NA,NA,NA,NA
"265",265,"Bay","1/22/1996","4:48","Strader, Pease, Feldman",0.55,4,NA,0.4,7.4,4,11.7
"266",266,"Bay","1/29/1996","19:12","Strader, Pease, Feldman",0.65,4,NA,0.35,7.2,3.5,11.2
"267",267,"Bay","2/12/1996","14:24","Strader, Pease, Feldman",0.6,5,NA,0.35,7.1,3.5,10.8
"268",268,"Bay","2/26/1996","19:12","Strader, Pease, Feldman",0.75,10.5,NA,0.2,7.1,3,8.7
"269",269,"Bay","3/4/1996","7:12","Strader, Pease, Feldman",0.45,3.5,NA,0.3,7.4,3,11.5
"270",270,"Bay","3/11/1996","7:12","Strader, Pease, Feldman",0.05,NA,NA,0.05,NA,NA,NA
"271",271,"Bay","3/18/1996","14:24","Strader, Pease, Feldman",0.45,7.5,NA,0.4,7,3,10.1
"272",272,"Bay","3/25/1996","N/A","Strader, Pease, Feldman",0.7,10,NA,0.35,7.2,3,10
"273",273,"Bay","4/8/1996","19:12","Strader, Pease, Feldman",0.55,8,NA,0.35,7.3,3,10.7
"274",274,"Bay","4/22/1996","14:24","Strader, Pease, Feldman",0.95,21,NA,0.4,8.2,3,9.2
"275",275,"Bay","4/29/1996","19:12","Strader, Pease, Feldman",0.85,18,NA,0.45,8,3,8.9
"276",276,"Bay","5/13/1996","4:48","Strader, Pease, Feldman",0.7,17,NA,0.3,8.1,3,9.2
"277",277,"Bay","5/20/1996","Not Recorded","Strader, Pease, Feldman",0.75,28,NA,0.4,8.8,3,9
"278",278,"Bay","5/27/1996","12:00","Strader, Pease, Feldman",0.6,19,NA,0.25,8.6,3,9.6
"279",279,"Bay","6/3/1996","21:36","Strader, Pease, Feldman",0.5,17,NA,0.35,8.5,3,8.7
"280",280,"Bay","6/10/1996","2:24","Strader, Pease, Feldman",1.02,24,NA,0.45,8.1,3,8
"281",281,"Bay","6/17/1996","0:00","Strader, Pease, Feldman",0.75,27,NA,0.45,8.4,3,8.8
"282",282,"Bay","6/24/1996","0:00","Strader, Pease, Feldman",0.8,26.5,NA,0.55,8.6,3,8
"283",283,"Bay","8/2/1996","0:00","Strader, Pease, Feldman",0.8,26,NA,0.4,7.3,2.5,6.4
"284",284,"Bay","8/11/1996","12:00","Strader, Pease, Feldman",0.4,28.5,NA,0.3,7.6,3.1,NA
"285",285,"Bay","8/18/1996","12:00","Strader, Pease, Feldman",0.68,27.5,NA,0.3,7.3,3,4.65
"286",286,"Bay","9/1/1996","0:00","Strader, Pease, Feldman",0.4,25,NA,0.28,7.4,2.8,2
"287",287,"Bay","9/15/1996","12:00","Strader, Pease, Feldman",0.8,23.5,NA,0.3,NA,3,2
"288",288,"Bay","9/22/1996","0:00","Strader, Pease, Feldman",0.9,22,NA,0.4,7.4,3.1,2
"289",289,"Bay","9/28/1996","0:00","Strader, Pease, Feldman",0.88,23,NA,0.43,7.5,3.2,1.7
"290",290,"Bay","10/5/1996","23:02","Strader, Pease, Feldman",0.45,15.5,NA,0.3,7.2,4.4,9.9
"291",291,"Bay","10/11/1996","15:21","Strader, Pease, Feldman",0.75,17.5,NA,0.3,7.2,2.4,8.69
"292",292,"Bay","10/20/1996","11:31","Strader, Pease, Feldman",0.73,15,NA,0.35,7.6,2.2,9.71
"293",293,"Bay","10/26/1996","6:43","Strader, Pease, Feldman",0.75,19,NA,0.38,6.7,2.8,8.15
"294",294,"Bay","11/3/1996","17:45","Strader, Pease, Feldman",0.58,10.1,NA,0.48,6.8,2,6.5
"295",295,"Bay","11/12/1996","9:56","Strader, Pease, Feldman",0.55,6.2,NA,0.45,7.1,1.9,11.43
"296",296,"Bay","11/17/1996","10:33","Strader, Pease, Feldman",0.3,9.1,NA,0.28,6.8,1.8,11.8
"297",297,"Bay","12/1/1996","12:00","Strader, Pease, Feldman",0.6,11,NA,0.4,6.9,1.9,10.9
"298",298,"Bay","12/8/1996","1:55","Strader, Pease, Feldman",0.65,9.1,NA,0.4,6.9,1.6,11.2
"299",299,"Bay","12/21/1996","7:12","Strader, Pease, Feldman",0.61,5.21,NA,0.31,6.9,1.8,12.25
"300",300,"Bay","1/5/1997","7:40","Pease, Strader",0.7,13.5,NA,0.2,6.7,2,9.2
"301",301,"Bay","1/19/1997","0:00","Pease, Strader",0.3,0,NA,0.3,7,1.3,13.3
"302",302,"Bay","2/1/1997","1:26","Pease, Strader",3.5,10.1,NA,2.5,6.6,1.5,10.9
"303",303,"Bay","2/15/1997","0:00","Pease, Strader",0.6,8.2,NA,0.3,6.6,1.3,10.55
"304",304,"Bay","3/3/1997","0:28","Pease, Strader",0.54,14.1,NA,0.3,6.9,1.8,9.45
"305",305,"Bay","3/15/1997","15:50","Pease, Strader",0.52,13.2,NA,0.2,6.5,1.2,10.2
"306",306,"Bay","4/13/1997","4:19","Pease, Strader",0.74,17.1,NA,0.28,6.9,1.2,9.8
"307",307,"Bay","4/19/1997","12:57","Pease, Strader",0.49,11,NA,0.2,6.7,1.3,10.8
"308",308,"Bay","4/26/1997","8:38","Pease, Strader",0.55,15.5,NA,0.25,6.8,1.1,10.1
"309",309,"Bay","5/4/1997","12:28","Pease, Strader",0.88,18,NA,0.3,6.5,1.1,9.73
"310",310,"Bay","5/12/1997","0:00","Pease, Strader",0.67,21,NA,0.3,7.3,1.5,9.5
"311",311,"Bay","5/16/1997","8:38","Pease, Strader",0.7,20.5,NA,0.35,6.6,1.3,10.2
"312",312,"Bay","5/24/1997","3:21","Pease, Strader",0.5,23,NA,0.38,7.5,1.6,9.9
"313",313,"Bay","5/30/1997","0:00","Pease, Strader",0.2,23,NA,NA,8,1.6,9.5
"314",314,"Bay","6/8/1997","16:48","Pease, Strader",0.15,18,NA,0.1,6.3,1,10.5
"315",315,"Bay","6/21/1997","0:28","Pease, Strader",0.7,26.5,NA,0.4,6.5,1.5,7.5
"316",316,"Bay","6/27/1997","9:36","Pease, Strader",0.62,29,NA,0.5,8,1.5,8.5
"317",317,"Bay","7/6/1997","11:02","Pease, Strader",0.68,27,NA,0.48,6.8,1.5,7.6
"318",318,"Bay","7/12/1997","1:26","Pease, Strader",0.4,27,NA,0.4,6.4,1.5,8.55
"319",319,"Bay","7/20/1997","11:31","Pease, Strader",0.58,27.5,NA,0.39,7.4,1.6,8.7
"320",320,"Bay","7/27/1997","17:16","Pease, Strader",0.69,27,NA,0.38,7.8,1.5,9.7
"321",321,"Bay","7/29/1997","0:00","Pease, Strader",0.65,28,NA,0.4,8,1.5,8.1
"322",322,"Bay","8/9/1997","14:52","Pease, Strader",0.5,27.5,NA,0.38,8.6,1.7,9.8
"323",323,"Bay","8/15/1997","14:24","Pease, Strader",0.63,8.4,NA,0.45,8.2,1.7,7.7
"324",324,"Bay","8/22/1997","16:48","Pease, Strader",0.67,25.5,NA,0.38,8.2,1.7,9
"325",325,"Bay","8/30/1997","23:31","Pease, Strader",0.45,26,NA,0.32,8.1,1.8,9.6
"326",326,"Bay","9/14/1997","14:52","Pease, Strader",0.61,24,NA,0.21,7.9,1.9,9.6
"327",327,"Bay","10/5/1997","2:52","Pease, Strader",0.65,21.6,NA,0.28,8.2,1.9,10.25
"328",328,"Bay","10/26/1997","14:24","Pease, Strader",0.61,NA,NA,0.35,7.5,NA,9.6
"329",329,"Bay","11/9/1997","14:52","Pease, Strader",0.65,12,NA,0.35,6.5,1.8,10.6
"330",330,"Bay","12/6/1997","2:24","Pease, Strader",0.45,6,NA,0.3,6.9,1.5,14.3
"331",331,"Bay","1/4/1998","4:48","Strader",0.5,8.9,NA,0.25,6.4,1.5,12.3
"332",332,"Bay","1/25/1998","20:38","Strader",0.6,8.1,NA,0.3,6.5,1.2,12.5
"333",333,"Bay","2/22/1998","12:00","Strader",0.75,10.5,NA,0.25,6.3,1.1,10.7
"334",334,"Bay","3/22/1998","17:45","Strader",0.71,11,NA,0.25,6.4,1,11.1
"335",335,"Bay","4/19/1998","0:00","Strader",0.78,17,NA,0.3,6.9,1,10.8
"336",336,"Bay","5/2/1998","12:00","Strader",0.78,21.5,NA,0.35,8.2,1,10.9
"337",337,"Bay","5/17/1998","18:43","Strader",0.48,23.5,NA,0.25,6.8,1.1,9.3
"338",338,"Bay","6/7/1998","21:36","Strader",0.5,22.9,NA,0.4,7.2,1.1,10
"339",339,"Bay","6/14/1998","21:07","Strader",0.65,26,NA,0.4,6.8,0.9,9.7
"340",340,"Bay","7/5/1998","0:57","Strader",0.65,26,NA,0.32,6.9,1,8.4
"341",341,"Bay","7/25/1998","7:40","Strader",0.65,29,NA,0.4,7.3,0.9,8.6
"342",342,"Bay","8/23/1998","2:24","Strader",0.62,28,NA,0.3,8.8,1,11
"343",343,"Bay","9/12/1998","2:24","Strader",0.66,25,NA,0.28,8.5,0.9,10.8
"344",344,"Bay","11/2/1998","6:43","Strader",0.35,14,NA,0.3,6.9,1.1,10
"345",345,"Bay","11/21/1998","13:26","Strader",0.48,15,NA,0.3,7.3,1,10.9
"346",346,"A","8/11/1999","23:02","Not Recorded",0.6,26,NA,0.6,7.7,3,2.6
"347",347,"A","8/18/1999","9:36","Not Recorded",NA,31,NA,NA,8.7,3,1.6
"348",348,"A","9/8/1999","14:24","Not Recorded",1,28,NA,0.4,8.2,1.8,1.35
"349",349,"A","10/15/1999","0:00","Not Recorded",0.8,20,NA,0.6,7.3,0.1,5.65
"350",350,"A","11/10/1999","0:00","Not Recorded",0.95,18,NA,0.65,7.6,0,6.7
"351",351,"A","12/16/1999","0:00","Not Recorded",0.8,NA,NA,0.6,8.2,NA,4.7
"352",352,"A","12/30/1999","19:12","Not Recorded",0.85,8,NA,0.65,6.9,1,7.8
"353",353,"B","8/11/1999","23:02","Not Recorded",0.25,27,NA,0.25,8.1,2.5,3.1
"354",354,"B","8/18/1999","19:12","Not Recorded",NA,30,NA,NA,8.9,3,2.2
"355",355,"B","9/8/1999","0:00","Not Recorded",0.3,32,NA,0.3,8.2,0.9,3.6
"356",356,"B","10/15/1999","0:00","Not Recorded",0.3,17,NA,0.3,7,1,4.7
"357",357,"B","10/27/1999","0:00","Not Recorded",0.25,NA,NA,0.25,7.7,NA,NA
"358",358,"B","11/10/1999","0:00","Not Recorded",0.4,16,NA,0.4,7.4,1,6.3
"359",359,"B","12/16/1999","0:00","Not Recorded",0.21,NA,NA,0.21,7.9,NA,3.25
"360",360,"B","12/30/1999","0:00","Not Recorded",0.25,7,NA,0.25,6.9,0.2,6.1
"361",361,"C","8/11/1999","4:48","Not Recorded",0.5,27,NA,0.5,8.5,3,1.9
"362",362,"C","8/18/1999","9:36","Not Recorded",NA,27,NA,NA,8.8,0.1,1.9
"363",363,"C","9/8/1999","0:00","Not Recorded",5.8,34,NA,5.8,8,1,2.4
"364",364,"C","9/22/1999","0:00","Not Recorded",0.8,18,NA,0.8,7.8,1,3.7
"365",365,"C","10/15/1999","0:00","Not Recorded",0.55,19,NA,0.55,6.6,0.1,5.5
"366",366,"C","10/27/1999","0:00","Not Recorded",0.55,43,NA,0.55,7.7,0,3.7
"367",367,"C","11/10/1999","0:00","Not Recorded",0.6,17,NA,0.6,7.8,0.2,10
"368",368,"C","12/16/1999","0:00","Not Recorded",0.7,NA,NA,0.7,7.9,NA,4.3
"369",369,"C","12/30/1999","0:00","Not Recorded",0.7,5,NA,0.7,6.9,0.1,7.3
"370",370,"D","8/11/1999","11:02","Not Recorded",1.25,27,NA,0.63,8.6,0.2,2.5
"371",371,"D","8/18/1999","N/A","Not Recorded",NA,28,NA,NA,8,3,2.8
"372",372,"D","9/8/1999","12:00","Not Recorded",1.85,34.5,NA,1.75,7.4,0,1.5
"373",373,"D","9/22/1999","0:00","Not Recorded",1.65,18,NA,0.5,7.6,0,1.9
"374",374,"D","10/15/1999","0:00","Not Recorded",1.55,17,NA,0.55,7.3,0,3.25
"375",375,"D","10/27/1999","0:00","Not Recorded",1.35,42.5,NA,0.95,7.4,0.4,3.4
"376",376,"D","11/10/1999","0:00","Not Recorded",1.5,15,NA,1.05,8,0,6.5
"377",377,"D","11/30/1999","4:48","Not Recorded",1.35,NA,NA,1.15,8.8,0,6.45
"378",378,"D","12/16/1999","0:00","Not Recorded",1.4,11,NA,0.8,8.9,0,7.8
"379",379,"D","12/30/1999","0:00","Not Recorded",1.4,5,NA,1.1,8,0,8.25
"380",380,"Bay","1/9/1999","19:40","Strader, S. Poe",0.5,9,NA,0.28,7.2,1.2,11.2
"381",381,"Bay","1/23/1999","0:00","Strader, S. Poe",0.6,15,NA,0.28,6.7,1.1,11.2
"382",382,"Bay","8/5/1999","0:00","Strader, S. Poe",0.35,27,NA,0.35,9.5,1.8,1.8
"383",383,"Bay","8/11/1999","12:57","Strader, S. Poe",0.65,28,NA,0.4,9.2,3,7
"384",384,"Bay","8/18/1999","19:12","Strader, S. Poe",NA,29,NA,NA,9.1,3,3
"385",385,"Bay","9/8/1999","14:24","Strader, S. Poe",0.95,28,NA,0.9,8.5,2.2,1.9
"386",386,"Bay","10/15/1999","0:00","Strader, S. Poe",0.5,16,NA,0.42,5.7,2,4.8
"387",387,"Bay","10/27/1999","N/A","Strader, S. Poe",0.5,24.5,NA,0.5,8.6,0.3,4.3
"388",388,"Bay","11/10/1999","0:00","Strader, S. Poe",5.5,14,NA,5.5,8.1,1,7.5
"389",389,"Bay","12/16/1999","0:00","Strader, S. Poe",0.85,11,NA,0.5,9.1,1,8.7
"390",390,"Bay","12/30/1999","0:00","Strader, S. Poe",0.45,5,NA,0.25,7,0.1,6.1
"391",391,"A","2/17/2000","0:00","Not Recorded",1.05,9,NA,0.95,8,0.08,NA
"392",392,"A","2/29/2000","0:00","Not Recorded",1.1,15,NA,0.9,8.1,1.5,5
"393",393,"A","3/13/2000","0:00","Not Recorded",0.88,14,NA,0.85,7.5,1,NA
"394",394,"A","4/3/2000","0:00","Not Recorded",1.05,19,NA,0.55,7,1,NA
"395",395,"A","5/1/2000","0:00","Not Recorded",1,23,NA,0.9,7.1,0.5,3.6
"396",396,"A","5/15/2000","0:00","Not Recorded",0.9,27,NA,0.85,8.2,1,6.4
"397",397,"A","5/30/2000","0:00","Not Recorded",0.65,15,NA,0.65,7.8,0.5,NA
"398",398,"A","6/13/2000","0:00","Not Recorded",0.55,27,NA,0.45,8,1,NA
"399",399,"A","6/26/2000","Not Recorded","Not Recorded",0.55,30.5,NA,0.55,8,1,5.5
"400",400,"A","7/11/2000","14:24","Not Recorded",0.8,31,NA,0.37,8.1,0.8,NA
"401",401,"A","7/24/2000","0:00","Not Recorded",0.55,25,NA,0.55,8,0.05,6.1
"402",402,"A","8/10/2000","0:00","Not Recorded",0.65,29,NA,0.65,6.4,0,NA
"403",403,"A","8/22/2000","0:00","Not Recorded",0.65,25,NA,0.65,7.5,0,5.2
"404",404,"A","9/6/2000","0:00","Not Recorded",0.9,21,NA,0.9,8,0,NA
"405",405,"A","9/18/2000","0:00","Not Recorded",0.75,22,NA,0.4,NA,0,5.8
"406",406,"A","10/4/2000","0:00","Not Recorded",0.7,35,NA,0.55,8.3,1.1,8.7
"407",407,"A","10/26/2000","0:00","Not Recorded",0.63,21,NA,0.63,8.7,1,NA
"408",408,"A","11/1/2000","0:00","Not Recorded",0.65,16,NA,0.65,8.2,0,9.75
"409",409,"A","11/14/2000","0:00","Not Recorded",0.75,13,NA,0.5,7.5,1,NA
"410",410,"A","12/11/2000","0:00","Not Recorded",0.75,7.5,NA,0.75,8,1,NA
"411",411,"A","12/18/2000","0:00","Not Recorded",0.7,9,NA,0.7,8.2,1,9.9
"412",412,"B","2/2/2000","0:00","Not Recorded",0.35,5,NA,0.35,7.1,1,6.4
"413",413,"B","2/17/2000","0:00","Not Recorded",0.4,10,NA,0.4,7.8,1.2,NA
"414",414,"B","2/29/2000","0:00","Not Recorded",0.37,14,NA,0.37,7.8,1.2,NA
"415",415,"B","3/13/2000","0:00","Not Recorded",0.3,12.5,NA,0.3,7.8,1.5,10
"416",416,"B","4/3/2000","0:00","Not Recorded",0.35,21,NA,0.35,7,1.5,NA
"417",417,"B","5/1/2000","0:00","Not Recorded",0.15,25.5,NA,0.15,7.5,1,3.5
"418",418,"B","5/15/2000","0:00","Not Recorded",4.5,30,NA,4,9.7,1.5,7.6
"419",419,"B","5/30/2000","0:00","Not Recorded",0.2,15,NA,0.2,8,1,NA
"420",420,"B","6/13/2000","0:00","Not Recorded",0.4,27,NA,0.15,8.6,1,NA
"421",421,"B","6/26/2000","9:36","Not Recorded",0.1,30,NA,0.05,8.8,1,8.3
"422",422,"B","7/11/2000","19:12","Not Recorded",0.15,31,NA,0.15,7.6,1,NA
"423",423,"B","7/24/2000","0:00","Not Recorded",0.15,24,NA,0,7.5,1,1.8
"424",424,"B","8/10/2000","0:00","Not Recorded",0.23,29,NA,0.23,6.3,1,NA
"425",425,"B","8/22/2000","0:00","Not Recorded",0.35,22,NA,0.35,7.8,0,2.4
"426",426,"B","9/6/2000","0:00","Not Recorded",0.45,21,NA,0.45,7.9,0,NA
"427",427,"B","9/18/2000","0:00","Not Recorded",0.1,20,NA,0.1,7.9,0.8,7.6
"428",428,"B","10/4/2000","0:00","Not Recorded",0.1,30,NA,0.1,8.5,1,8.5
"429",429,"B","10/26/2000","0:00","Not Recorded",0.25,22,NA,0.1,8.7,2,NA
"430",430,"B","11/1/2000","0:00","Not Recorded",0.11,14,NA,0.1,8.1,1,5.5
"431",431,"B","11/14/2000","0:00","Not Recorded",0.35,14,NA,0.35,7.8,1.5,NA
"432",432,"B","12/11/2000","0:00","Not Recorded",0.65,8,NA,0.3,7.8,1.5,NA
"433",433,"B","12/18/2000","9:36","Not Recorded",0.4,7.5,NA,0.2,7.9,1.5,7.2
"434",434,"C","2/2/2000","0:00","Not Recorded",0.81,4,NA,0.65,6.9,1,5.9
"435",435,"C","2/17/2000","0:00","Not Recorded",0.85,9.9,NA,0.85,7.6,1,NA
"436",436,"C","2/29/2000","0:00","Not Recorded",0.85,16,NA,0.85,7.9,0.9,NA
"437",437,"C","3/13/2000","0:00","Not Recorded",0.83,14,NA,0.7,8.6,1,NA
"438",438,"C","4/3/2000","0:00","Not Recorded",0.9,21,NA,0.7,8.4,1,NA
"439",439,"C","5/1/2000","0:00","Not Recorded",0.6,NA,NA,0.6,7.8,0.5,NA
"440",440,"C","5/15/2000","0:00","Not Recorded",0.45,27,NA,0.4,9.3,1,NA
"441",441,"C","5/30/2000","0:00","Not Recorded",0.5,15,NA,0.5,8,0.5,7.9
"442",442,"C","6/13/2000","0:00","Not Recorded",0.4,28,NA,0.4,9.5,1,8.2
"443",443,"C","6/26/2000","9:36","Not Recorded",0.5,29,NA,0.5,8.8,1,NA
"444",444,"C","7/11/2000","14:24","Not Recorded",0.5,32,NA,0.5,8.2,0.01,5.7
"445",445,"C","7/24/2000","0:00","Not Recorded",0.45,25,NA,0.45,8,0.5,NA
"446",446,"C","8/10/2000","0:00","Not Recorded",0.6,29,NA,0.6,6.7,0,6.3
"447",447,"C","8/22/2000","0:00","Not Recorded",0.5,24,NA,0.5,8.3,0,NA
"448",448,"C","9/6/2000","0:00","Not Recorded",0.55,21,NA,0.55,8.1,0,6.3
"449",449,"C","9/18/2000","0:00","Not Recorded",0.35,21,NA,0.35,8.1,0,NA
"450",450,"C","10/4/2000","0:00","Not Recorded",0.35,26,NA,0.35,8.1,1.5,NA
"451",451,"C","10/26/2000","0:00","Not Recorded",0.25,21.5,NA,0.25,8.4,0.5,6.2
"452",452,"C","11/1/2000","0:00","Not Recorded",0.4,15,NA,0.4,8.3,1,NA
"453",453,"C","11/14/2000","0:00","Not Recorded",0.3,13,NA,0.3,7.4,1,6
"454",454,"C","12/11/2000","0:00","Not Recorded",0.1,7.5,NA,0.1,8.1,1,6.5
"455",455,"C","12/18/2000","9:36","Not Recorded",0.35,11,NA,0.35,7.9,1,NA
"456",456,"D","2/2/2000","0:00","Not Recorded",1.4,4,NA,1.4,7.2,0,7.1
"457",457,"D","2/17/2000","0:00","Not Recorded",1.45,9.5,NA,1.45,8.5,0,NA
"458",458,"D","2/29/2000","0:00","Not Recorded",0.95,14,NA,0.9,7,0,6.9
"459",459,"D","3/13/2000","0:00","Not Recorded",0.95,14,NA,0.85,8.4,0,NA
"460",460,"D","4/3/2000","0:00","Not Recorded",1.35,20,NA,1.1,8.6,0,7.4
"461",461,"D","5/1/2000","0:00","Not Recorded",1.6,19.5,NA,1.1,7.6,0,NA
"462",462,"D","5/15/2000","0:00","Not Recorded",1.55,27,NA,0.65,8.3,0,NA
"463",463,"D","5/30/2000","0:00","Not Recorded",1.6,15,NA,0.1,8.2,0,6.3
"464",464,"D","6/13/2000","19:12","Not Recorded",1.4,NA,NA,0.75,7.7,0,6.3
"465",465,"D","6/26/2000","14:24","Not Recorded",1.6,29,NA,0.8,8.2,0,NA
"466",466,"D","7/11/2000","19:12","Not Recorded",1.6,27,NA,0.65,8.6,0,4.4
"467",467,"D","7/24/2000","0:00","Not Recorded",0.85,25,NA,0.7,8.1,0,NA
"468",468,"D","8/10/2000","0:00","Not Recorded",1.6,28,NA,0.65,5.6,0,4.1
"469",469,"D","8/22/2000","0:00","Not Recorded",1.5,24,NA,0.6,8.3,0,NA
"470",470,"D","9/6/2000","14:24","Not Recorded",1.65,21,NA,0.7,8.5,0,5
"471",471,"D","9/18/2000","0:00","Not Recorded",1.52,20,NA,0.6,8.6,0,NA
"472",472,"D","10/4/2000","0:00","Not Recorded",1.8,27,NA,0.8,8.6,1,NA
"473",473,"D","10/26/2000","0:00","Not Recorded",1.05,19.5,NA,0.7,8.8,0,8.5
"474",474,"D","11/1/2000","0:00","Not Recorded",1.4,14.5,NA,1.2,8.8,0,NA
"475",475,"D","11/14/2000","0:00","Not Recorded",1.4,13,NA,0.7,9,0,6.2
"476",476,"D","12/11/2000","0:00","Not Recorded",1.3,7,NA,1.1,9.3,0,10
"477",477,"D","12/18/2000","4:48","Not Recorded",1.45,10,NA,1.05,8.8,0,NA
"478",478,"Bay","2/2/2000","0:00","Susan Poe",0.4,3,NA,0.05,7.2,1.5,6.1
"479",479,"Bay","2/17/2000","0:00","Susan Poe",0.35,10,NA,0.15,7.5,1,NA
"480",480,"Bay","2/29/2000","0:00","Susan Poe",0.35,NA,NA,0.25,7,1.2,9
"481",481,"Bay","3/13/2000","0:00","Susan Poe",0.5,12,NA,0.45,8.6,1.5,9.75
"482",482,"Bay","4/3/2000","0:00","Susan Poe",0.7,18,NA,0.3,9.1,1.5,7.6
"483",483,"Bay","5/1/2000","0:00","Susan Poe",0.65,19.5,NA,0.3,7.9,1,4.1
"484",484,"Bay","5/15/2000","0:00","Susan Poe",0.45,23,NA,0.4,8.7,1.2,8
"485",485,"Bay","5/30/2000","N/A","Susan Poe",NA,NA,NA,NA,NA,NA,NA
"486",486,"Bay","6/13/2000","16:48","Susan Poe",0.64,26,NA,0.4,8.4,1.5,7.3
"487",487,"Bay","6/26/2000","0:00","Susan Poe",0.85,26,NA,0.5,8.5,1.5,7
"488",488,"Bay","7/11/2000","0:00","Susan Poe",0.8,27,NA,0.4,8.6,1,5
"489",489,"Bay","7/24/2000","0:00","Susan Poe",0.55,25,NA,0.4,8.2,1,6.4
"490",490,"Bay","8/10/2000","0:00","Susan Poe",0.68,28,NA,0.6,8.1,1.5,6
"491",491,"Bay","8/22/2000","0:00","Susan Poe",0.45,22,NA,0.3,8.7,1,7.1
"492",492,"Bay","9/6/2000","0:00","Susan Poe",0.45,20,NA,0.2,8.6,1,5.2
"493",493,"Bay","9/18/2000","0:00","Susan Poe",0.55,20,NA,0.35,NA,1,5.5
"494",494,"Bay","10/4/2000","0:00","Susan Poe",0.7,27,NA,0.3,8.6,0.8,7.3
"495",495,"Bay","10/26/2000","0:00","Susan Poe",0.35,19.5,NA,0.26,8.8,1,5.3
"496",496,"Bay","11/1/2000","16:48","Susan Poe",0.3,16,NA,0.3,9.2,1,4.8
"497",497,"Bay","11/14/2000","0:00","Susan Poe",0.6,13,NA,0.4,9.9,1,7.8
"498",498,"Bay","12/11/2000","0:00","Susan Poe",0.5,7.5,NA,0.3,NA,1,10
"499",499,"Bay","12/18/2000","4:48","Susan Poe",NA,9.5,NA,0.16,8.8,1,9.4
"500",500,"A","1/8/2001","0:00","Not Recorded",0.8,5,NA,0.8,7.9,1,NA
"501",501,"A","1/23/2001","19:12","Not Recorded",0.7,5,NA,0.7,8.4,1,5.7
"502",502,"A","2/6/2001","0:00","Not Recorded",0.8,11,NA,0.8,8,1,NA
"503",503,"A","2/20/2001","0:00","Not Recorded",0.75,10,NA,0.75,7.8,1,8.1
"504",504,"A","3/15/2001","0:00","Not Recorded",0.85,13.5,NA,0.65,8,0.5,7.7
"505",505,"A","3/26/2001","0:00","Not Recorded",0.85,10,NA,0.85,7.4,1,NA
"506",506,"A","4/9/2001","0:00","Not Recorded",0.95,22,NA,0.6,NA,1,6.8
"507",507,"A","4/24/2001","0:00","Not Recorded",0.8,21,NA,0.8,8.4,1,NA
"508",508,"A","5/8/2001","0:00","Not Recorded",0.65,22,NA,0.2,9.1,1,2.5
"509",509,"A","5/22/2001","0:00","Not Recorded",0.8,24,NA,0.45,8.2,3,NA
"510",510,"A","6/5/2001","0:00","Not Recorded",0.8,24,NA,0.8,8.7,1,5.5
"511",511,"A","6/18/2001","0:00","Not Recorded",0.75,28,NA,0.75,8.6,1,NA
"512",512,"A","7/5/2001","0:00","Not Recorded",0.65,27,NA,0.4,8.3,3,4.2
"513",513,"A","7/20/2001","0:00","Not Recorded",0.5,26,NA,0.5,9.2,1.5,4.9
"514",514,"A","8/8/2001","0:00","Not Recorded",1.1,30,NA,0.35,8.5,3,4.5
"515",515,"A","8/20/2001","0:00","Not Recorded",1.3,27.5,NA,0.4,7.9,3.3,NA
"516",516,"A","9/5/2001","0:00","Not Recorded",1.1,26,NA,0.35,0.3,3,3
"517",517,"A","9/18/2001","0:00","Not Recorded",0.9,24,NA,0.65,8.9,2,3.6
"518",518,"A","10/2/2001","0:00","Not Recorded",1.1,21,NA,0.5,7.8,2,NA
"519",519,"A","10/22/2001","0:00","Not Recorded",0.85,19,NA,0.6,8.4,3,3.8
"520",520,"A","11/6/2001","21:36","Not Recorded",0.8,14,NA,0.6,8.2,3,4.9
"521",521,"A","11/20/2001","0:00","Not Recorded",0.85,12,NA,0.2,NA,4,6.3
"522",522,"A","12/4/2001","0:00","Not Recorded",1,18,NA,0.5,8.1,NA,6.3
"523",523,"B","1/8/2001","0:00","Not Recorded",0.42,6,NA,0.42,7.9,2,NA
"524",524,"B","1/23/2001","19:12","Not Recorded",0.3,6,NA,0.3,8,1,7.8
"525",525,"B","2/6/2001","0:00","Not Recorded",0.25,10,NA,0.25,7.8,1.5,NA
"526",526,"B","2/20/2001","0:00","Not Recorded",0.4,12,NA,0.4,7.7,1.5,9.3
"527",527,"B","3/15/2001","0:00","Not Recorded",0.4,NA,NA,0.4,7.8,NA,8.1
"528",528,"B","3/26/2001","0:00","Not Recorded",0.6,9,NA,0.6,7.7,1.5,NA
"529",529,"B","4/9/2001","0:00","Not Recorded",0.3,27,NA,0.3,NA,1.5,6.5
